job_id,month,project,business_unit,application,cluster_name,cpu_hours,gpu_hours
202505-job-00115,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,111.86,9.33
202505-job-00116,2025-05-01,Orders,Commerce,Orders,hpc-alpha,66.89,49.25
202505-job-00117,2025-05-01,Website,Marketing,Website,hpc-alpha,67.95,11.52
202505-job-00118,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,105.93,25.54
202505-job-00119,2025-05-01,Website,Marketing,Website,hpc-alpha,32.61,49.35
202505-job-00120,2025-05-01,Website,Marketing,Website,hpc-alpha,79.95,21.76
202505-job-00121,2025-05-01,Website,Marketing,Website,hpc-alpha,142.01,26.61
202505-job-00122,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,109.65,24.76
202505-job-00123,2025-05-01,Website,Marketing,Website,hpc-alpha,141.65,41.39
202505-job-00124,2025-05-01,Website,Marketing,Website,hpc-alpha,16.73,33.26
202505-job-00125,2025-05-01,Orders,Commerce,Orders,hpc-alpha,125.53,15.67
202505-job-00126,2025-05-01,Orders,Commerce,Orders,hpc-alpha,137.12,41.08
202505-job-00127,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,182.35,27.77
202505-job-00128,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,38.73,18.57
202505-job-00129,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,28.12,6.42
202505-job-00130,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,131.31,24.04
202505-job-00131,2025-05-01,Website,Marketing,Website,hpc-alpha,142.66,47.03
202505-job-00132,2025-05-01,Website,Marketing,Website,hpc-alpha,158.28,13.17
202505-job-00133,2025-05-01,Orders,Commerce,Orders,hpc-alpha,127.48,6.09
202505-job-00134,2025-05-01,Website,Marketing,Website,hpc-alpha,17.24,46.1
202505-job-00135,2025-05-01,Website,Marketing,Website,hpc-alpha,29.32,39.42
202505-job-00136,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,77.01,15.29
202505-job-00137,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,92.81,13.56
202505-job-00138,2025-05-01,Orders,Commerce,Orders,hpc-alpha,43.49,29.76
202505-job-00139,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,170.19,4.83
202505-job-00140,2025-05-01,Orders,Commerce,Orders,hpc-alpha,137.02,18.12
202505-job-00141,2025-05-01,Orders,Commerce,Orders,hpc-alpha,163.92,44.36
202505-job-00142,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,186.63,8.23
202505-job-00143,2025-05-01,Website,Marketing,Website,hpc-alpha,168.56,23.37
202505-job-00144,2025-05-01,Orders,Commerce,Orders,hpc-alpha,6.0,2.29
202505-job-00145,2025-05-01,Orders,Commerce,Orders,hpc-alpha,158.57,15.13
202505-job-00146,2025-05-01,Website,Marketing,Website,hpc-alpha,61.0,29.98
202505-job-00147,2025-05-01,Website,Marketing,Website,hpc-alpha,148.04,27.14
202505-job-00148,2025-05-01,Website,Marketing,Website,hpc-alpha,162.93,35.85
202505-job-00149,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,14.7,26.53
202505-job-00150,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,19.37,46.63
202505-job-00151,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,81.29,47.4
202505-job-00152,2025-05-01,Orders,Commerce,Orders,hpc-alpha,24.01,28.63
202505-job-00153,2025-05-01,Orders,Commerce,Orders,hpc-alpha,100.33,12.76
202505-job-00154,2025-05-01,Website,Marketing,Website,hpc-alpha,87.98,45.92
202505-job-00155,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,26.39,45.15
202505-job-00156,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,173.63,47.63
202505-job-00157,2025-05-01,Orders,Commerce,Orders,hpc-alpha,43.66,8.01
202505-job-00158,2025-05-01,Orders,Commerce,Orders,hpc-alpha,46.59,30.1
202505-job-00159,2025-05-01,Website,Marketing,Website,hpc-alpha,111.79,46.47
202505-job-00160,2025-05-01,Website,Marketing,Website,hpc-alpha,3.74,22.52
202505-job-00161,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,24.41,15.61
202505-job-00162,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,175.7,26.27
202505-job-00163,2025-05-01,Website,Marketing,Website,hpc-alpha,111.56,15.48
202505-job-00164,2025-05-01,Website,Marketing,Website,hpc-alpha,144.89,24.82
202505-job-00165,2025-05-01,Orders,Commerce,Orders,hpc-alpha,92.35,11.06
202505-job-00166,2025-05-01,Website,Marketing,Website,hpc-alpha,82.81,49.9
202505-job-00167,2025-05-01,Website,Marketing,Website,hpc-alpha,81.04,0.19
202505-job-00168,2025-05-01,Website,Marketing,Website,hpc-alpha,76.15,35.85
202505-job-00169,2025-05-01,Orders,Commerce,Orders,hpc-alpha,171.11,27.48
202505-job-00170,2025-05-01,Orders,Commerce,Orders,hpc-alpha,24.91,48.35
202505-job-00171,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,129.36,6.35
202505-job-00172,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,165.97,10.63
202505-job-00173,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,83.65,47.92
202505-job-00174,2025-05-01,Orders,Commerce,Orders,hpc-alpha,96.67,39.51
202505-job-00175,2025-05-01,Website,Marketing,Website,hpc-alpha,27.6,13.07
202505-job-00176,2025-05-01,Orders,Commerce,Orders,hpc-alpha,120.14,9.88
202505-job-00177,2025-05-01,Orders,Commerce,Orders,hpc-alpha,181.36,36.1
202505-job-00178,2025-05-01,Website,Marketing,Website,hpc-alpha,129.13,49.92
202505-job-00179,2025-05-01,Website,Marketing,Website,hpc-alpha,114.41,33.11
202505-job-00180,2025-05-01,Orders,Commerce,Orders,hpc-alpha,180.13,20.04
202505-job-00181,2025-05-01,Website,Marketing,Website,hpc-alpha,7.46,13.66
202505-job-00182,2025-05-01,Website,Marketing,Website,hpc-alpha,197.72,4.73
202505-job-00183,2025-05-01,Orders,Commerce,Orders,hpc-alpha,51.22,45.71
202505-job-00184,2025-05-01,Orders,Commerce,Orders,hpc-alpha,199.7,26.05
202505-job-00185,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,56.15,43.91
202505-job-00186,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,19.22,48.33
202505-job-00187,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,62.55,43.01
202505-job-00188,2025-05-01,Website,Marketing,Website,hpc-alpha,70.95,7.7
202505-job-00189,2025-05-01,Website,Marketing,Website,hpc-alpha,37.08,1.45
202505-job-00190,2025-05-01,Website,Marketing,Website,hpc-alpha,150.12,23.38
202505-job-00191,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,18.58,37.86
202505-job-00192,2025-05-01,Orders,Commerce,Orders,hpc-alpha,62.08,35.52
202505-job-00193,2025-05-01,Orders,Commerce,Orders,hpc-alpha,158.07,12.62
202505-job-00194,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,19.87,34.46
202505-job-00195,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,68.27,17.48
202505-job-00196,2025-05-01,Website,Marketing,Website,hpc-alpha,147.88,41.01
202505-job-00197,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,142.24,28.64
202505-job-00198,2025-05-01,Website,Marketing,Website,hpc-alpha,34.22,31.13
202505-job-00199,2025-05-01,Website,Marketing,Website,hpc-alpha,115.19,9.87
202505-job-00200,2025-05-01,Orders,Commerce,Orders,hpc-alpha,42.51,42.66
202505-job-00201,2025-05-01,Orders,Commerce,Orders,hpc-alpha,182.01,19.69
202505-job-00202,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,99.81,24.44
202505-job-00203,2025-05-01,Website,Marketing,Website,hpc-alpha,86.11,24.62
202505-job-00204,2025-05-01,Website,Marketing,Website,hpc-alpha,73.86,10.48
202505-job-00205,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,85.6,10.43
202505-job-00206,2025-05-01,Website,Marketing,Website,hpc-alpha,18.77,12.84
202505-job-00207,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,15.52,17.3
202505-job-00208,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,5.67,27.39
202505-job-00209,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,160.09,8.96
202505-job-00210,2025-05-01,Website,Marketing,Website,hpc-alpha,171.14,9.6
202505-job-00211,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,121.78,33.98
202505-job-00212,2025-05-01,Website,Marketing,Website,hpc-alpha,170.06,5.75
202505-job-00213,2025-05-01,Orders,Commerce,Orders,hpc-alpha,7.6,3.75
202505-job-00214,2025-05-01,Orders,Commerce,Orders,hpc-alpha,122.35,16.72
202505-job-00215,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,193.44,15.39
202505-job-00216,2025-05-01,Orders,Commerce,Orders,hpc-alpha,150.13,20.63
202505-job-00217,2025-05-01,Website,Marketing,Website,hpc-alpha,100.38,7.81
202505-job-00218,2025-05-01,Orders,Commerce,Orders,hpc-alpha,53.05,29.25
202505-job-00219,2025-05-01,Orders,Commerce,Orders,hpc-alpha,18.32,43.2
202505-job-00220,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,190.2,4.86
202505-job-00221,2025-05-01,Website,Marketing,Website,hpc-alpha,155.69,45.37
202505-job-00222,2025-05-01,Website,Marketing,Website,hpc-alpha,165.28,35.2
202505-job-00223,2025-05-01,Orders,Commerce,Orders,hpc-alpha,63.06,31.44
202505-job-00224,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,120.95,47.79
202505-job-00225,2025-05-01,Website,Marketing,Website,hpc-alpha,196.27,24.06
202505-job-00226,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,132.63,1.34
202505-job-00227,2025-05-01,Website,Marketing,Website,hpc-alpha,123.01,28.61
202505-job-00228,2025-05-01,Website,Marketing,Website,hpc-alpha,133.6,19.36
202505-job-00229,2025-05-01,Orders,Commerce,Orders,hpc-alpha,195.58,29.2
202505-job-00230,2025-05-01,Website,Marketing,Website,hpc-alpha,24.52,40.05
202505-job-00231,2025-05-01,Orders,Commerce,Orders,hpc-alpha,92.16,21.62
202505-job-00232,2025-05-01,Orders,Commerce,Orders,hpc-alpha,135.25,2.86
202505-job-00233,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,159.89,28.38
202505-job-00234,2025-05-01,Website,Marketing,Website,hpc-alpha,196.2,44.79
202505-job-00235,2025-05-01,Website,Marketing,Website,hpc-alpha,124.47,23.45
202505-job-00236,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,169.01,32.28
202505-job-00237,2025-05-01,Website,Marketing,Website,hpc-alpha,183.09,22.2
202505-job-00238,2025-05-01,Orders,Commerce,Orders,hpc-alpha,32.23,43.82
202505-job-00239,2025-05-01,Website,Marketing,Website,hpc-alpha,2.42,5.78
202505-job-00240,2025-05-01,Website,Marketing,Website,hpc-alpha,62.34,30.93
202505-job-00241,2025-05-01,Website,Marketing,Website,hpc-alpha,135.51,10.28
202505-job-00242,2025-05-01,Orders,Commerce,Orders,hpc-alpha,146.3,42.5
202505-job-00243,2025-05-01,Orders,Commerce,Orders,hpc-alpha,163.61,29.31
202505-job-00244,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,68.73,25.42
202505-job-00245,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,107.67,32.04
202505-job-00246,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,84.6,3.14
202505-job-00247,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,69.26,30.25
202505-job-00248,2025-05-01,Orders,Commerce,Orders,hpc-alpha,188.41,25.05
202505-job-00249,2025-05-01,Website,Marketing,Website,hpc-alpha,172.54,40.89
202505-job-00250,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,59.38,10.63
202505-job-00251,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,183.25,49.64
202505-job-00252,2025-05-01,Website,Marketing,Website,hpc-alpha,55.49,44.19
202505-job-00253,2025-05-01,Orders,Commerce,Orders,hpc-alpha,34.48,10.04
202505-job-00254,2025-05-01,Website,Marketing,Website,hpc-alpha,79.73,24.64
202505-job-00255,2025-05-01,Website,Marketing,Website,hpc-alpha,177.12,38.26
202505-job-00256,2025-05-01,Website,Marketing,Website,hpc-alpha,119.31,40.42
202505-job-00257,2025-05-01,Website,Marketing,Website,hpc-alpha,147.34,25.91
202505-job-00258,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,148.54,19.25
202505-job-00259,2025-05-01,Website,Marketing,Website,hpc-alpha,164.03,31.65
202505-job-00260,2025-05-01,Website,Marketing,Website,hpc-alpha,149.17,17.44
202505-job-00261,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,162.02,11.93
202505-job-00262,2025-05-01,Website,Marketing,Website,hpc-alpha,181.52,43.18
202505-job-00263,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,8.18,31.93
202505-job-00264,2025-05-01,Website,Marketing,Website,hpc-alpha,5.68,18.23
202505-job-00265,2025-05-01,Website,Marketing,Website,hpc-alpha,99.54,30.03
202505-job-00266,2025-05-01,Orders,Commerce,Orders,hpc-alpha,112.27,13.64
202505-job-00267,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,105.32,19.92
202505-job-00268,2025-05-01,Orders,Commerce,Orders,hpc-alpha,128.69,12.93
202505-job-00269,2025-05-01,Orders,Commerce,Orders,hpc-alpha,48.17,40.24
202505-job-00270,2025-05-01,Website,Marketing,Website,hpc-alpha,56.65,43.34
202505-job-00271,2025-05-01,Orders,Commerce,Orders,hpc-alpha,154.8,24.1
202505-job-00272,2025-05-01,Orders,Commerce,Orders,hpc-alpha,75.54,26.6
202505-job-00273,2025-05-01,Orders,Commerce,Orders,hpc-alpha,146.15,18.59
202505-job-00274,2025-05-01,Website,Marketing,Website,hpc-alpha,116.49,9.33
202505-job-00275,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,25.05,20.35
202505-job-00276,2025-05-01,Website,Marketing,Website,hpc-alpha,61.29,37.02
202505-job-00277,2025-05-01,Orders,Commerce,Orders,hpc-alpha,139.63,13.83
202505-job-00278,2025-05-01,Orders,Commerce,Orders,hpc-alpha,95.47,22.93
202505-job-00279,2025-05-01,Orders,Commerce,Orders,hpc-alpha,193.55,43.77
202505-job-00280,2025-05-01,Orders,Commerce,Orders,hpc-alpha,71.0,36.09
202505-job-00281,2025-05-01,Website,Marketing,Website,hpc-alpha,44.47,40.54
202505-job-00282,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,52.26,1.47
202505-job-00283,2025-05-01,Orders,Commerce,Orders,hpc-alpha,10.13,36.9
202505-job-00284,2025-05-01,Orders,Commerce,Orders,hpc-alpha,82.11,25.83
202505-job-00285,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,90.94,29.07
202505-job-00286,2025-05-01,Orders,Commerce,Orders,hpc-alpha,41.22,14.57
202505-job-00287,2025-05-01,Website,Marketing,Website,hpc-alpha,93.99,32.39
202505-job-00288,2025-05-01,Website,Marketing,Website,hpc-alpha,138.64,49.89
202505-job-00289,2025-05-01,Website,Marketing,Website,hpc-alpha,172.89,37.28
202505-job-00290,2025-05-01,Orders,Commerce,Orders,hpc-alpha,44.46,42.86
202505-job-00291,2025-05-01,Orders,Commerce,Orders,hpc-alpha,180.78,9.83
202505-job-00292,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,124.25,13.22
202505-job-00293,2025-05-01,Website,Marketing,Website,hpc-alpha,119.33,39.13
202505-job-00294,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,191.03,28.78
202505-job-00295,2025-05-01,Orders,Commerce,Orders,hpc-alpha,11.62,4.44
202505-job-00296,2025-05-01,Orders,Commerce,Orders,hpc-alpha,126.03,21.81
202505-job-00297,2025-05-01,Website,Marketing,Website,hpc-alpha,161.03,5.51
202505-job-00298,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,66.25,19.59
202505-job-00299,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,53.21,44.06
202505-job-00300,2025-05-01,Website,Marketing,Website,hpc-alpha,113.59,23.47
202505-job-00301,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,40.07,11.8
202505-job-00302,2025-05-01,Orders,Commerce,Orders,hpc-alpha,86.0,13.18
202505-job-00303,2025-05-01,Orders,Commerce,Orders,hpc-alpha,178.0,22.36
202505-job-00304,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,74.87,35.29
202505-job-00305,2025-05-01,Website,Marketing,Website,hpc-alpha,106.09,10.52
202505-job-00306,2025-05-01,Website,Marketing,Website,hpc-alpha,5.56,40.43
202505-job-00307,2025-05-01,Website,Marketing,Website,hpc-alpha,134.07,38.43
202505-job-00308,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,37.5,1.59
202505-job-00309,2025-05-01,Website,Marketing,Website,hpc-alpha,6.77,20.17
202505-job-00310,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,94.6,21.64
202505-job-00311,2025-05-01,Website,Marketing,Website,hpc-alpha,13.03,4.26
202505-job-00312,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,108.81,47.12
202505-job-00313,2025-05-01,Orders,Commerce,Orders,hpc-alpha,120.34,11.96
202505-job-00314,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,80.43,4.74
202505-job-00315,2025-05-01,Orders,Commerce,Orders,hpc-alpha,114.43,6.37
202505-job-00316,2025-05-01,Website,Marketing,Website,hpc-alpha,92.88,18.2
202505-job-00317,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,118.06,48.27
202505-job-00318,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,21.39,36.82
202505-job-00319,2025-05-01,Orders,Commerce,Orders,hpc-alpha,181.94,12.42
202505-job-00320,2025-05-01,Website,Marketing,Website,hpc-alpha,187.1,22.29
202505-job-00321,2025-05-01,Website,Marketing,Website,hpc-alpha,183.42,25.25
202505-job-00322,2025-05-01,Orders,Commerce,Orders,hpc-alpha,98.37,3.31
202505-job-00323,2025-05-01,Orders,Commerce,Orders,hpc-alpha,125.97,37.69
202505-job-00324,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,73.31,44.32
202505-job-00325,2025-05-01,Website,Marketing,Website,hpc-alpha,54.2,24.8
202505-job-00326,2025-05-01,Website,Marketing,Website,hpc-alpha,106.01,38.07
202505-job-00327,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,129.45,22.07
202505-job-00328,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,54.51,48.45
202505-job-00329,2025-05-01,Orders,Commerce,Orders,hpc-alpha,46.37,25.88
202505-job-00330,2025-05-01,Website,Marketing,Website,hpc-alpha,93.03,21.64
202505-job-00331,2025-05-01,Website,Marketing,Website,hpc-alpha,132.33,34.5
202505-job-00332,2025-05-01,Orders,Commerce,Orders,hpc-alpha,173.73,43.88
202505-job-00333,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,26.73,9.24
202505-job-00334,2025-05-01,Orders,Commerce,Orders,hpc-alpha,123.25,9.46
202505-job-00335,2025-05-01,Website,Marketing,Website,hpc-alpha,111.26,40.96
202505-job-00336,2025-05-01,Orders,Commerce,Orders,hpc-alpha,158.58,39.29
202505-job-00337,2025-05-01,Website,Marketing,Website,hpc-alpha,49.9,47.41
202505-job-00338,2025-05-01,Website,Marketing,Website,hpc-alpha,99.0,25.96
202505-job-00339,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,125.21,41.43
202505-job-00340,2025-05-01,Website,Marketing,Website,hpc-alpha,198.78,44.44
202505-job-00341,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,112.83,28.63
202505-job-00342,2025-05-01,Website,Marketing,Website,hpc-alpha,199.31,29.38
202505-job-00343,2025-05-01,Orders,Commerce,Orders,hpc-alpha,40.78,9.31
202505-job-00344,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,7.7,31.32
202505-job-00345,2025-05-01,Website,Marketing,Website,hpc-alpha,87.71,42.24
202505-job-00346,2025-05-01,Website,Marketing,Website,hpc-alpha,31.75,30.97
202505-job-00347,2025-05-01,Orders,Commerce,Orders,hpc-alpha,25.72,18.08
202505-job-00348,2025-05-01,Orders,Commerce,Orders,hpc-alpha,166.85,32.45
202505-job-00349,2025-05-01,Orders,Commerce,Orders,hpc-alpha,121.8,29.91
202505-job-00350,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,81.04,9.79
202505-job-00351,2025-05-01,Orders,Commerce,Orders,hpc-alpha,191.92,41.13
202505-job-00352,2025-05-01,Orders,Commerce,Orders,hpc-alpha,182.14,17.91
202505-job-00353,2025-05-01,Website,Marketing,Website,hpc-alpha,71.17,48.45
202505-job-00354,2025-05-01,Orders,Commerce,Orders,hpc-alpha,6.84,29.86
202505-job-00355,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,24.35,17.66
202505-job-00356,2025-05-01,Orders,Commerce,Orders,hpc-alpha,161.06,34.13
202505-job-00357,2025-05-01,Orders,Commerce,Orders,hpc-alpha,184.95,1.29
202505-job-00358,2025-05-01,Orders,Commerce,Orders,hpc-alpha,173.41,31.4
202505-job-00359,2025-05-01,Website,Marketing,Website,hpc-alpha,43.79,27.92
202505-job-00360,2025-05-01,Website,Marketing,Website,hpc-alpha,1.87,14.61
202505-job-00361,2025-05-01,Orders,Commerce,Orders,hpc-alpha,16.6,47.37
202505-job-00362,2025-05-01,Orders,Commerce,Orders,hpc-alpha,140.26,37.9
202505-job-00363,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,171.01,46.66
202505-job-00364,2025-05-01,Orders,Commerce,Orders,hpc-alpha,161.74,2.77
202505-job-00365,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,175.02,39.09
202505-job-00366,2025-05-01,Orders,Commerce,Orders,hpc-alpha,113.76,45.5
202505-job-00367,2025-05-01,Orders,Commerce,Orders,hpc-alpha,182.0,17.33
202505-job-00368,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,58.29,22.41
202505-job-00369,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,72.42,37.82
202505-job-00370,2025-05-01,Website,Marketing,Website,hpc-alpha,120.4,44.25
202505-job-00371,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,162.46,47.06
202505-job-00372,2025-05-01,Orders,Commerce,Orders,hpc-alpha,54.91,35.83
202505-job-00373,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,136.3,11.84
202505-job-00374,2025-05-01,Orders,Commerce,Orders,hpc-alpha,75.57,4.23
202505-job-00375,2025-05-01,Orders,Commerce,Orders,hpc-alpha,97.72,42.98
202505-job-00376,2025-05-01,Orders,Commerce,Orders,hpc-alpha,153.17,43.52
202505-job-00377,2025-05-01,Website,Marketing,Website,hpc-alpha,186.43,42.6
202505-job-00378,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,71.65,47.83
202505-job-00379,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,69.32,43.54
202505-job-00380,2025-05-01,Website,Marketing,Website,hpc-alpha,129.66,34.28
202505-job-00381,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,156.91,33.07
202505-job-00382,2025-05-01,Orders,Commerce,Orders,hpc-alpha,67.97,16.92
202505-job-00383,2025-05-01,Orders,Commerce,Orders,hpc-alpha,49.49,46.84
202505-job-00384,2025-05-01,Orders,Commerce,Orders,hpc-alpha,115.46,36.4
202505-job-00385,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,66.34,15.17
202505-job-00386,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,100.86,19.38
202505-job-00387,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,160.04,0.74
202505-job-00388,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,152.68,25.62
202505-job-00389,2025-05-01,Website,Marketing,Website,hpc-alpha,117.46,5.76
202505-job-00390,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,169.22,36.85
202505-job-00391,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,114.85,32.72
202505-job-00392,2025-05-01,Website,Marketing,Website,hpc-alpha,82.04,14.52
202505-job-00393,2025-05-01,Orders,Commerce,Orders,hpc-alpha,183.57,1.34
202505-job-00394,2025-05-01,Website,Marketing,Website,hpc-alpha,119.54,18.06
202505-job-00395,2025-05-01,Website,Marketing,Website,hpc-alpha,120.67,40.0
202505-job-00396,2025-05-01,Orders,Commerce,Orders,hpc-alpha,74.29,16.63
202505-job-00397,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,16.48,3.1
202505-job-00398,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,27.69,7.63
202505-job-00399,2025-05-01,Website,Marketing,Website,hpc-alpha,155.42,15.0
202505-job-00400,2025-05-01,Website,Marketing,Website,hpc-alpha,125.89,46.69
202505-job-00401,2025-05-01,Website,Marketing,Website,hpc-alpha,75.05,43.69
202505-job-00402,2025-05-01,Website,Marketing,Website,hpc-alpha,57.49,35.4
202505-job-00403,2025-05-01,Orders,Commerce,Orders,hpc-alpha,44.15,22.37
202505-job-00404,2025-05-01,Website,Marketing,Website,hpc-alpha,147.6,40.61
202505-job-00405,2025-05-01,Orders,Commerce,Orders,hpc-alpha,97.02,23.5
202505-job-00406,2025-05-01,Orders,Commerce,Orders,hpc-alpha,4.39,3.11
202505-job-00407,2025-05-01,Website,Marketing,Website,hpc-alpha,174.96,44.64
202505-job-00408,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,196.67,27.37
202505-job-00409,2025-05-01,Website,Marketing,Website,hpc-alpha,114.27,36.86
202505-job-00410,2025-05-01,Website,Marketing,Website,hpc-alpha,179.38,46.1
202505-job-00411,2025-05-01,Orders,Commerce,Orders,hpc-alpha,87.84,6.63
202505-job-00412,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,113.16,39.4
202505-job-00413,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,169.25,5.87
202505-job-00414,2025-05-01,Website,Marketing,Website,hpc-alpha,73.44,11.05
202505-job-00415,2025-05-01,Orders,Commerce,Orders,hpc-alpha,186.1,38.83
202505-job-00416,2025-05-01,Website,Marketing,Website,hpc-alpha,89.9,31.2
202505-job-00417,2025-05-01,Orders,Commerce,Orders,hpc-alpha,75.75,6.2
202505-job-00418,2025-05-01,Orders,Commerce,Orders,hpc-alpha,182.34,49.29
202505-job-00419,2025-05-01,Website,Marketing,Website,hpc-alpha,30.36,24.13
202505-job-00420,2025-05-01,Website,Marketing,Website,hpc-alpha,40.27,3.14
202505-job-00421,2025-05-01,Website,Marketing,Website,hpc-alpha,163.59,47.42
202505-job-00422,2025-05-01,ResearchSim,R&D,ResearchSim,hpc-alpha,125.9,13.82
202505-job-00423,2025-05-01,Website,Marketing,Website,hpc-alpha,181.37,31.85
202505-job-00424,2025-05-01,Orders,Commerce,Orders,hpc-alpha,12.12,14.15
202505-job-00425,2025-05-01,Website,Marketing,Website,hpc-alpha,67.94,12.03
